Case Number,Date,Year,Country,Area,Location,Injury,Fatal (Y/N),Month,Hemisphere,Season,year_by_50
1986.02.07,07-Feb-1986,1986,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",Lower leg lacerated,N,2,South,Summer,2000
1986.02.06,06-Feb-1986,1986,SOUTH AFRICA,Western Cape Province,Arniston,2 punctures in upper arm,N,2,South,Summer,2000
1986.01.12,12-Jan-1986,1986,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Puncture wounds to both feet,N,1,North,Winter,2000
1986.03.18,18-Mar-1986,1986,SPAIN,Cádiz,Tarifa ,Foot severed,N,3,North,Spring,2000
1986.08.19,19-Aug-1986,1986,USA,North Carolina,"Masonboro Inlet, New Hanover County",Hand bitten,N,8,North,Summer,2000
1986.10.01,01-Oct-1986,1986,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",No details,UNKNOWN,10,South,Spring,2000
1986.10.05,05-Oct-1986,1986,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,"No injury, ski bitten",N,10,South,Spring,2000
1986.09.22.R,Reported 22-Sep-1986 ,1986,USA,Florida,"Pinellas Point, Tampa Bay",Human hand recovered from 1.5 m [5'] blacktip shark's stomach,,9,North,Autumn,2000
1986.12.31,31-Dec-1986,1986,SOUTH AFRICA,Western Cape Province,Agulhas Banks,2 punctures in lower leg,N,12,South,Summer,2000
1986.12.22,22-Dec-1986,1986,SOUTH AFRICA,Western Cape Province,SAOU Strand,"FATAL, legs bitten ",Y,12,South,Summer,2000
1986.12.06.b,06-Dec-1986,1986,THE BAHAMAS,Florida Straits,Off Cay Sal  Banks,"No injury, bumped  by sharks",N,12,North,Winter,2000
1986.12.06.a,06-Dec-1986,1986,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California","Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,12,North,Winter,2000
1986.12.11,11-Dec-1986,1986,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Forearm bitten,N,12,North,Winter,2000
1986.11.30,30-Nov-1986,1986,USA,Florida,"Daytona Beach, Volusia County",5' gash in leg,N,11,North,Autumn,2000
1986.11.19,19-Nov-1986,1986,USA,Florida,"Indiatlantic, Brevard County",Laceration to dorsum of left foot,N,11,North,Autumn,2000
1986.11.04,04-Nov-1986,1986,USA,Florida,"Tiger Shores Beach, Martin County",Ankle bitten,N,11,North,Autumn,2000
1986.10.17,17-Oct-1986,1986,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,N,10,South,Spring,2000
1986.10.03,03-Oct-1986,1986,USA,Florida,"Sanibel Island, Lee County",Hip & thigh bitten,N,10,North,Autumn,2000
1986.12.04,04-Dec-1986,1986,SOUTH AFRICA,Western Cape Province,Platbank,"No injury, no attack, 1.8 m copper shark made threat displays",,12,South,Summer,2000
1987.10.06,06-Oct-1987,1987,DOMINICAN REPUBLIC,Between DR and Puerto Rico,Mona Passage,"Of 160 people on board, >100 missing",Y,10,North,Autumn,2000
1987.07.21,21-Jul-1987,1987,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Right foot & ankle lacerated,N,7,North,Summer,2000
1987.08.15,15-Aug-1987,1987,USA,California,"Tunitas Beach, San Mateo County",Fingers & surfboard injured,N,8,North,Summer,2000
1987.08.20,20-Aug-1987,1987,USA,Florida,"Satellite  Beach, Brevard County",Lower left leg lacerated,N,8,North,Summer,2000
1987.09.13,13-Sep-1987,1987,SOUTH AFRICA,Western Cape Province,Still Bay,Torso lacerated,N,9,South,Spring,2000
1987.10.11,11-Oct-1987,1987,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Left thigh & calf lacerated,N,10,South,Spring,2000
1987.12.20,20-Dec-1987,1987,PHILIPPINES,Mindoro,Off Manila,25 people survived; 300 shark-mutilated bodies were recovered,Y,12,North,Winter,2000
1987.10.26,26-Oct-1987,1987,USA,California,"Davenport Light, San Mateo County",Buttock & leg bitten,N,10,North,Autumn,2000
1987.11.21,21-Nov-1987,1987,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Leg lacerated,N,11,North,Autumn,2000
1987.12.13,13-Dec-1987,1987,AUSTRALIA,New South Wales,Shoalhaven,"Remains recovered from 4 m, 420-kg, caught 13-Dec-1987k",,12,South,Summer,2000
1987.12.17,17-Dec-1987,1987,USA,Florida,"Palm Beach, Palm Beach County",Left calf bitten,N,12,North,Winter,2000
1987.07.12.b,12-Jul-1987,1987,USA,Texas,"Mustang Island, near Port Aransas",Left foot bitten,N,7,North,Summer,2000
1987.10.25,25-Oct-1987,1987,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Abrasion to forearm,,10,South,Spring,2000
1987.07.12.a,12-Jul-1987,1987,USA,Texas,"Mustang Island, near Port Aransas",Puncture wounds to right foot,N,7,North,Summer,2000
1987.09.18,18-Sep-1987,1987,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",FATAL,Y,9,South,Spring,2000
1987.07.09,09-Jul-1987,1987,THE BAHAMAS,Exuma Islands,Sampson Cay,Right leg bitten,N,7,North,Summer,2000
1987.07.11,11-Jul-1987,1987,USA,South Carolina,Winyah Bay,No injury to occupants. Shark grabbed anchor ,N,7,North,Summer,2000
1987.01.06,06-Jan-1987,1987,AUSTRALIA,Queensland,Lizard Island,Right leg lacerated,N,1,South,Summer,2000
1987.01.28,28-Jan-1987,1987,SOUTH AFRICA,Eastern Cape Province,Eerste River,Puncture wounds to right hand,N,1,South,Summer,2000
1987.02.28,28-Feb-1987,1987,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","Lacerations to toe, heel & ankle of right foot",N,2,North,Winter,2000
1987.03.30.a,30-Mar-1987,1987,SOUTH AFRICA,Western Cape Province,Muizenberg,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",N,3,South,Autumn,2000
1987.03.30.b,30-Mar-1987,1987,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,Calf lacerated,N,3,South,Autumn,2000
1987.04.01,01-Apr-1987,1987,VANUATU,Malampa Province,Vao Island,FATAL,Y,4,South,Autumn,2000
1987.02.19,19-Feb-1987,1987,SOLOMON ISLANDS,Between Honiara & Isabel Island,Not applicable,FATAL,Y,2,South,Summer,2000
1987.04.18,18-Apr-1987,1987,USA,Texas,"Mustang Island, near Port Aransas",Right arm severed above elbow,N,4,North,Spring,2000
1987.04.19,19-Apr-1987,1987,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,"Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s",,4,South,Autumn,2000
1987.05.06,06-May-1987,1987,AUSTRALIA,New South Wales,Not applicable,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT,N,5,South,Autumn,2000
1987.05.08,08-May-1987,1987,USA,Florida,"St Augustine, St. Johns County",Hand lacerated  ,N,5,North,Spring,2000
1987.05.25,25-May-1987,1987,USA,South Carolina,"Myrtle Beach, Horry County","6"" cut to thigh",N,5,North,Spring,2000
1987.04.15,15-Apr-1987,1987,USA,Hawaii,"Kailua-Kona, Hawai'i","Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor",Y,4,North,Spring,2000
1987.06.13,13-Jun-1987,1987,USA,Florida,"Nest Key, Monroe County",Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N,6,North,Summer,2000
1988.08.19,19-Aug-1988,1988,JAPAN,Tokyo Prefecture,Ogasawara Islands,Survived,N,8,North,Summer,2000
1988.08.11,11-Aug-1988,1988,USA,California,"Klamath River, Del Norte County",Thigh bitten,N,8,North,Summer,2000
1988.07.23,23-Jul-1988,1988,THE BAHAMAS,Not applicable,Not applicable,Hand bitten,N,7,North,Summer,2000
1988.07.19,19-Jul-1988,1988,THE BAHAMAS,Not applicable,Not applicable,Cheek bitten,N,7,North,Summer,2000
1988.07.04.b,04-Jul-1988,1988,USA,Florida,"New Smyrna Beach, Volusia County",Punctures to lower left leg & foot,N,7,North,Summer,2000
1988.07.11,11-Jul-1988,1988,USA,Florida,"Jensen Beach, Martin County",Punctures & deep scratches to foot & buttock,N,7,North,Summer,2000
1988.07.04.a,04-Jul-1988,1988,THE BAHAMAS,Not applicable,Not applicable,Leg lacerated,N,7,North,Summer,2000
1988.08.22.b,22-Aug-1988,1988,USA,Louisiana,New Orleans,Arm bitten by captive shark PROVOKED INCIDENT,N,8,North,Summer,2000
1988.06.19,16-Jun-1988,1988,SOUTH AFRICA,Western Cape Province,Sculphoek,Left arm lacerated,N,6,South,Winter,2000
1988.07.17,17-Jul-1988,1988,THE BAHAMAS,Not applicable,Not applicable,Right palm lacerated,N,7,North,Summer,2000
1988.09.13.a,13-Sep-1988,1988,USA,Florida,"Shell Island Panama City Beach, Bay County","FATAL, thigh & hand lacerated",Y,9,North,Autumn,2000
1988.10.23,23-Oct-1988,1988,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Leg bitten & femur fractured,N,10,North,Autumn,2000
1988.09.28,28-Sep-1988,1988,USA,Florida,"New Smyrna Beach, Volusia County",Lacerations to foot,N,9,North,Autumn,2000
1988.10.06,06-Oct-1988,1988,AUSTRALIA,South Australia,Moama Beach,Lower right  leg lacerated,N,10,South,Spring,2000
1988.10.10,10-Oct-1988,1988,USA,Florida,"Playalinda, Brevard County",Hand lacerated,N,10,North,Autumn,2000
1988.10.11,11-Oct-1988,1988,USA,Florida,"Fort Pierce, St. Lucie County ",Left leg lacerated,N,10,North,Autumn,2000
1988.10.14,14-Oct-1988,1988,USA,Florida,"Boca Raton, Palm Beach County",Lacerations to left thigh,N,10,North,Autumn,2000
1988.10.22,22-Oct-1988,1988,AUSTRALIA,Victoria,Phillip Island,Lacerations to right leg,N,10,South,Spring,2000
1988.10.24,24-Oct-1988,1988,PHILIPPINES,Viscayan Sea,Not applicable,"According to survivors, many people were taken by sharks",Y,10,North,Autumn,2000
1988.11.07,07-Nov-1988,1988,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon",FATAL,Y,11,South,Spring,2000
1988.11.08,08-Nov-1988,1988,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",Y,11,South,Spring,2000
1988.12.15,15-Dec-1988,1988,CHILE,Valpariso Province,Valpariso,FATAL,Y,12,South,Summer,2000
1988.06.16,16-Jun-1988,1988,USA,North Carolina,"Ocracoke, Hyde County",Survived,N,6,North,Summer,2000
1988.09.13.b,13-Sep-1988,1988,USA,Florida,"Shell Island Panama City Beach, Bay County",Dennis' hand injured; Ann's right forearm bitten,N,9,North,Autumn,2000
1988.06.09,09-Jun-1988,1988,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Left leg bitten,N,6,North,Summer,2000
1988.08.22.a,22-Aug-1988,1988,ITALY,Manfredonia ,Ippocampo,Survived,N,8,North,Summer,2000
1988.06.01,01-Jun-1988,1988,USA,Florida,"Daytona Beach, Volusia County",Cuts to right foot and ankle,N,6,North,Summer,2000
1988.06.05,05-Jun-1988,1988,USA,Florida,"Daytona Beach, Volusia County",Four lacerations to his ankle,N,6,North,Summer,2000
1988.01.14,14-Jan-1988,1988,USA,Louisiana,Not applicable,Hand bitten by captured shark PROVOKED INCIDENT,N,1,North,Winter,2000
1988.01.21,21-Jan-1988,1988,AUSTRALIA,Torres Strait,Not applicable,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988,,1,South,Summer,2000
1988.01.27,27-Jan-1988,1988,SOUTH AFRICA,KwaZulu-Natal,Durban,Minor injury to leg,,1,South,Summer,2000
1988.02.02,02-Feb-1988,1988,Fiji,Vanua Levu,Not applicable,Lacerations to left arm & waist,N,2,South,Summer,2000
1988.02.12,12-Feb-1988,1988,AUSTRALIA,Western Australia,18 km west of Bunbury,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat",N,2,South,Summer,2000
1988.02.13,13-Feb-1988,1988,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,"Leg bitten, surgically amputated",N,2,South,Summer,2000
1988.02.14,14-Feb-1988,1988,SOUTH AFRICA,Eastern Cape Province,Nahoon,Ankle bitten,N,2,South,Summer,2000
1988.02.15, 15-Feb-1988,1988,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban","No injury to occupants, pontoon puctured",N,2,South,Summer,2000
1988.03.14,14-Mar-1988,1988,REUNION,Saint-Pierre,Pic du Diable,Laceration to hand,N,3,South,Autumn,2000
1988.03.16,16-Mar-1988,1988,SOUTH AFRICA,KwaZulu-Natal,Isipingo,"Lower left leg bitten, hand lacerated",N,3,South,Autumn,2000
1988.03.25,25-Mar-1988,1988,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",Ankle bitten,N,3,North,Spring,2000
1988.01.06,06-Jan-1988,1988,SOUTH AFRICA,Western Cape Province,Struisbaai,Foot lacerated by hooked shark PROVOKED INCIDENT,N,1,South,Summer,2000
1988.04.10,10-Apr-1988,1988,SOUTH AFRICA,KwaZulu-Natal,La Lucia,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",,4,South,Autumn,2000
1988.01.05.R,Reported      05-Jan-1988,1988,SOUTH AFRICA,Western Cape Province,Great Brak River,"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT",N,1,South,Summer,2000
1988.04.14.a,14-Apr-1988,1988,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County","6"" laceration to left foot",N,4,North,Spring,2000
1988.04.14.b,14-Apr-1988,1988,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Right hand bitten,N,4,North,Spring,2000
1988.04.15.b,15-Apr-1988,1988,USA,Hawaii,"Waihe'e, Maui","Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",,4,North,Spring,2000
1988.04.15a,15-Apr-1988,1988,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Lacerations to left foot,N,4,North,Spring,2000
1988.04.24,24-Apr-1988,1988,USA,California,"North of Morro Rock, San Luis Obispo County",No Injury,N,4,North,Spring,2000
1988.04.28,28-Apr-1988,1988,REUNION,Saint-Louis,Embouchure de l'étang du Gol,FATAL,Y,4,South,Autumn,2000
1988.05.04,04-May-1988,1988,USA,Florida,"Melbourne Beach, Brevard County",Left leg & right foot bitten,N,5,North,Spring,2000
1988.05.10,10-May-1988,1988,USA,Florida,"Paradise Beach Park, Brevard County",Left foot bitten,N,5,North,Spring,2000
1988.05.27,27-May-1988,1988,SOUTH KOREA,Not applicable,Not applicable,FATAL,Y,5,South,Autumn,2000
1988.03.31,31-Mar-1988,1988,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Foot bitten,N,3,North,Spring,2000
1989.09.13,13-Sep-1989,1989,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola",Bitten by hooked shark PROVOKED INCIDENT,N,9,North,Autumn,2000
1989.09.10,10-Sep-1989,1989,USA,California,"Off Palos Verdes Estates, Los Angeles",No injury to occupants. Shark bit boat's swim step & repeatedly pushed the boat away whenever if came within 4 to 5 m of the whale carcass,N,9,North,Autumn,2000
1989.09.09.b,09-Sep-1989,1989,USA,California,"Southeast Farallon Island, Farallon Islands",Leg bitten,N,9,North,Autumn,2000
1989.08.22.a,22-Aug-1989,1989,SOUTH AFRICA,Western Cape Province,Mossel Bay,Multiple Injuries,N,8,South,Winter,2000
1989.09.03,03-Sep-1989,1989,USA,California,24 km off Santa Catalina Island in the Channel Islands,Hand  & both arms bitten   PROVOKED INCIDENT,N,9,North,Autumn,2000
1989.08.29,29-Aug-1989,1989,AUSTRALIA,Queensland,SeaWorld Theme Park,Left leg bitten by captive shark                   PROVOKED INCIDENT,N,8,South,Winter,2000
1989.08.22.b,22-Aug-1989,1989,USA,Florida,"St Augustine, St Johns County",3 wounds on left hand,N,8,North,Summer,2000
1989.09.17,17-Sep-1989,1989,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",Chest lacerated,N,9,South,Spring,2000
1989.09.09.a,09-Sep-1989,1989,USA,North Carolina,"Salvo, Dare County",Non-fatal,N,9,North,Autumn,2000
1989.10.01,01-Oct-1989,1989,AUSTRALIA,Victoria,"Surfers Point, Phillip Island",No details,UNKNOWN,10,South,Spring,2000
1989.10.29.R,Reported 29-Oct-1989,1989,AUSTRALIA,Northern Territory,Edith Falls,Puncture marks to right calf,N,10,South,Spring,2000
1989.10.11,11-Oct-1989,1989,USA,Texas,Surfside Beach,Foot & leg bitten,N,10,North,Autumn,2000
1989.10.14,14-Oct-1989,1989,USA,Hawaii,"Kahe Point, O'ahu","Disappeared 15 minutes into shallow dive. Decapitated body minus arm found by divers the following morning, then a large tiger shark appeared and consumed most of remains",,10,North,Autumn,2000
1989.10.22,22-Oct-1989,1989,AUSTRALIA,Tasmania,Shelly Point ,"No injury, board bitten",N,10,South,Spring,2000
1989.11.02,02-Nov-1989,1989,AUSTRALIA,Queensland,Mermaid Waters,Left ankle broken & lacerated,N,11,South,Spring,2000
1989.11.12,12-Nov-1989,1989,USA,Hawaii,"Ehukai Beach Park, Sunset Beach, O'ahu",Lower porton of body recovered 3 days later. Note: rare sighting of shark made at same beach on 11-5-1989 ,,11,North,Autumn,2000
1989.11.18,18-Nov-1989,1989,SOUTH AFRICA,Western Cape Province,Melkbosstrand,FATAL,Y,11,South,Spring,2000
1989.11.22,22-Nov-1989,1989,AUSTRALIA,Victoria,Kilcunda,Thigh bitten,N,11,South,Spring,2000
1989.12.02,02-Dec-1989,1989,AUSTRALIA,Queensland,Fraser Island,"Swept out to sea, feared taken by shark",,12,South,Summer,2000
1989.12.19,19-Dec-1989,1989,USA,Hawaii,"90 miles east of Hilo, Hawai'i",Left leg & foot bitten  by shark brought onboard. PROVOKED INCIDENT,N,12,North,Winter,2000
1989.08.13,13-Aug-1989,1989,AUSTRALIA,New South Wales,Lennox Head,"No injury, shark took chunk out of surfboard",N,8,South,Winter,2000
1989.10.08,08-Oct-1989,1989,USA,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County",FATAL,,10,North,Autumn,2000
1989.08.09,09-Aug-1989,1989,THE BAHAMAS,Great Exuma Island,Highborn Cay,Severe hand and arm injuries; right hand surgically amputated,N,8,North,Summer,2000
1989.07.07,07-Jul-1989,1989,USA,Texas,"Sargent Beach, Matagorda County",Leg bitten,N,7,North,Summer,2000
1989.07.20,20-Jul-1989,1989,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Torso bitten,N,7,South,Winter,2000
1989.01.03,03-Jan-1989,1989,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head","Abdomen lacerated, surfboard holed",N,1,South,Summer,2000
1989.01.08,08-Jan-1989,1989,USA,Hawaii,"Wailua, Kaua'i","Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",Y,1,North,Winter,2000
1989.08.06.R,Reported    06-Aug-1989,1989,AUSTRALIA,Queensland,Moreton Bay,Laceration to arm  PROVOKED INCIDENT,N,8,South,Winter,2000
1989.01.20.b,20-Jan-1989,1989,USA,Hawaii,"Waialua Beach, Moloka'i",Foot bitten,N,1,North,Winter,2000
1989.01.26.a,26-Jan-1989,1989,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County","FATAL, thigh bitten, hands lacerated  ",Y,1,North,Winter,2000
1989.01.26.b,26-Jan-1989,1989,USA,California,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,,1,North,Winter,2000
1989.02.02,02-Feb-1989,1989,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)",FATAL. His body not recovered,Y,2,North,Winter,2000
1989.02.15,15-Feb-1989,1989,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Foot bruised & minor lacerations,N,2,South,Summer,2000
1989.02.19,19-Feb-1989,1989,SOUTH AFRICA,Western Cape Province,Not applicable,Thigh lacerated & abraded  PROVOKED INCIDENT,N,2,South,Summer,2000
1989.03.04,04-Mar-1989,1989,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,"No injury, but the kayak was bitten by the shark",N,3,South,Autumn,2000
1989.03.09,09-Mar-1989,1989,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Thigh bitten FATAL,Y,3,South,Autumn,2000
1989.01.20.a,20-Jan-1989,1989,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Thigh bitten,N,1,South,Summer,2000
1989.04.09,09-Apr-1989,1989,USA,California,"Monterey Bay, Monterey County",No injury to occupants. Shark rammed boat 4 times,N,4,North,Spring,2000
1989.04.03,03-Apr-1989,1989,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui",Calf lacerated,N,4,North,Spring,2000
1989.07.19,19-Jul-1989,1989,REUNION,Sainte-Suzanne,Temple Tamoule,FATAL,Y,7,South,Winter,2000
1989.06.29,29-Jun-1989,1989,USA,Hawaii,"Anahola, Kaua'i",Foot & ankle severely bitten,N,6,North,Summer,2000
1989.06.17,17-Jun-1989,1989,USA,Louisiana,40 miles off Cocodrie,Puncture wounds & lacerations to both legs,N,6,North,Summer,2000
1989.07.14,14-Jul-1989,1989,USA,Florida,"Cocoa Beach, Brevard County",5-inch gash on left leg,N,7,North,Summer,2000
1989.06.05,05-Jun-1989,1989,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,"No injury, board bitten",N,6,South,Winter,2000
1989.06.03,03-Jun-1989,1989,SOUTH AFRICA,Eastern Cape Province,Gonubie,Forearm bitten,N,6,South,Winter,2000
1989.04.23,23-Apr-1989,1989,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Right calf bitten,N,4,North,Spring,2000
1989.04.12,12-Apr-1989,1989,USA,Washington,"Pacific Beach, Grays Harbor County",Forearm bitten,N,4,North,Spring,2000
1989.06.06,06-Jun-1989,1989,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",Upper right thigh bitten,N,6,North,Summer,2000
